Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Moldova,MDA,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Import and export price indexes,5.04.01.02.impexp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Moldova,MDA,Income poverty,5.51.01.01.poverty,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Industrial production index,5.01.01.01.indust,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Maternal health,5.51.01.06.matern,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0.33333,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,10,10,10,10,10,20,10,10,10,10,10,20,70,70,90,90,90,90,90,90,100,100,100,100,100,100,100,100
Moldova,MDA,National accounts base year,2.01.01.02.nabase,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,National immunization coverage,5.13.01.01.who,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Overall Average,IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1.1111,4.444433333,4.444433333,5.555533333,13.3333,15.55556667,27.77776667,32.22223333,35.00003333,37.7778,38.8889,43.33333333,46.66666667,46.66666667,45.55553333,52.2222,45.55553333,51.11113333,74.44444444,83.33333333,86.66666667,86.66666667,86.66666667,84.44444444,84.44444444,84.44444444,91.11111111,94.44444444,94.44444444,95.55556667,95.55556667,92.22223333,92.22223333,91.1111
Moldova,MDA,Per capita GDP growth,5.51.01.10.gdp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,3.3333,13.3333,13.3333,16.6666,19.9999,26.6667,33.3333,36.6667,45.0001,53.3334,56.6667,60,70,70,66.6666,76.6666,76.6666,83.3334,83.33333,90,90,90,90,93.33333,93.33333,93.33333,93.33333,93.33333333,93.33333333,96.6667,96.6667,96.6667,96.6667,93.3333
Moldova,MDA,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Primary completion,5.51.01.08.primcomp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,20,20,40,50,50,50,50,50,60,60,60,70,50,50,70,90,80,80,80,70,70,70,80,90,90,90,90,80,80,80
Moldova,MDA,Special Data Dissemination Standard,5.21.01.01.sdds,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,MDA,Vital registration system coverage,3.11.01.03.popreg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Access to water,5.51.01.09.water,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Agricultural census,3.01.04.01.agcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Mongolia,MNG,Balance of payments manual in use,2.04.01.01.excncpt,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667,1,1,1,1,0.66667
Mongolia,MNG,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Consumer price index base year,2.01.03.01.prcpbase,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Mongolia,MNG,External debt reporting status,5.04.01.01.exdebt,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0,0
Mongolia,MNG,Government finance accounting,3.02.01.02.fscov,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Health survey,5.13.01.01.hlthsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
Mongolia,MNG,HIV/AIDS,5.51.01.05.hiv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Mongolia,MNG,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Import and export price indexes,5.04.01.02.impexp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,MNG,Income poverty,5.51.01.01.poverty,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Mongolia,MNG,Industrial production index,5.01.01.01.indust,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mongolia,MNG,Maternal health,5.51.01.06.matern,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,10,10,10,10,10,10,10,10,10,20,20,20,20,20,70,70,70,70,70,60,60,70,70,70,70,60,60,50,70,90
Mongolia,MNG,National accounts base year,2.01.01.02.nabase,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,National immunization coverage,5.13.01.01.who,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Overall Average,IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1.1111,4.444433333,4.444433333,4.444433333,14.44443333,18.8889,20.55556667,24.44443333,27.77776667,32.2222,33.33333333,34.44443333,34.44443333,44.44443333,48.8889,52.22223333,52.22223333,52.22223333,72.22222222,78.88888889,78.88888889,80,80,75.55555556,74.44444444,77.77777778,77.77777778,83.33333333,83.33333333,74.44443333,82.2222,78.88886667,81.1111,91.11113333
Mongolia,MNG,Per capita GDP growth,5.51.01.10.gdp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,3.3333,13.3333,13.3333,13.3333,13.3333,26.6667,31.6667,43.3333,43.3333,46.6666,50,53.3333,53.3333,63.3333,66.6667,76.6667,76.6667,76.6667,86.66667,86.66667,86.66667,90,90,86.66667,83.33333,83.33333,83.33333,80,80,63.3333,86.6666,86.6666,83.3333,83.3334
Mongolia,MNG,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,Primary completion,5.51.01.08.primcomp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.66667,0.66667,1,1,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0,0.33333,0.33333,0.33333,0.66667
Mongolia,MNG,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,20,20,20,20,30,40,40,40,40,50,60,60,60,60,60,80,80,80,80,80,80,80,80,100,100,100,100,100,90,100
Mongolia,MNG,Special Data Dissemination Standard,5.21.01.01.sdds,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mongolia,MNG,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Mongolia,MNG,Vital registration system coverage,3.11.01.03.popreg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Access to water,5.51.01.09.water,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Agricultural census,3.01.04.01.agcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Balance of payments manual in use,2.04.01.01.excncpt,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333
Montenegro,MNE,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Consumer price index base year,2.01.03.01.prcpbase,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,1,0,0,0,0,0,1,1,1,1,1,1
Montenegro,MNE,External debt reporting status,5.04.01.01.exdebt,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0.33333,0.66667,0.66667,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667
Montenegro,MNE,Government finance accounting,3.02.01.02.fscov,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,1,1,1,1,0,0,0,1,1,1,0,0,0,0
Montenegro,MNE,Health survey,5.13.01.01.hlthsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,..,..,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0.5
Montenegro,MNE,HIV/AIDS,5.51.01.05.hiv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Montenegro,MNE,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Montenegro,MNE,Import and export price indexes,5.04.01.02.impexp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Montenegro,MNE,Income poverty,5.51.01.01.poverty,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0.33333,0.66667,1,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Industrial production index,5.01.01.01.indust,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,1,1,0,0,0,1,1,1,1,1,1,1,1
Montenegro,MNE,Maternal health,5.51.01.06.matern,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.66667,1,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,40,50,50,30,30,40,40,50,60,50,50,60,60,80
Montenegro,MNE,National accounts base year,2.01.01.02.nabase,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,1,1,1,1,1,1,0,0,0,0,0,1,1,1
Montenegro,MNE,National immunization coverage,5.13.01.01.who,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Montenegro,MNE,Overall Average,IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,10,10,10,10,10,10,10,11.1111,12.77776667,18.88886667,23.33333333,27.77776667,53.33333333,52.22333333,53.33333333,57.77777778,60,56.66666667,57.77777778,67.77777778,67.77777778,72.22222222,75.55555556,72.22223333,72.22223333,76.6667,76.6667,85.55556667
Montenegro,MNE,Per capita GDP growth,5.51.01.10.gdp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,..,..,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,10,10,10,10,10,10,10,10,10,10,10,10,13.3333,18.3333,26.6666,30,33.3333,60,36.67,40,43.33333,50,60,63.33333,63.33333,73.33333,76.66666667,76.66666667,76.6667,76.6667,90.0001,90.0001,86.6667
Montenegro,MNE,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montenegro,MNE,Primary completion,5.51.01.08.primcomp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667
Montenegro,MNE,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,30,40,50,70,80,80,80,80,80,80,100,90,90,90,90,90,80,80,90
Montenegro,MNE,Special Data Dissemination Standard,5.21.01.01.sdds,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Montenegro,MNE,Vital registration system coverage,3.11.01.03.popreg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Morocco,MAR,Access to water,5.51.01.09.water,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Morocco,MAR,Agricultural census,3.01.04.01.agcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
Morocco,MAR,Balance of payments manual in use,2.04.01.01.excncpt,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Morocco,MAR,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333
Morocco,MAR,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
